bat_time,info_date,ifrs_date,stock_code,stock_country,ifrs_type,vesting_type,vesting_type_detail,stock_name,stock_revenue,operating_income,net_income,operating_income_ratio,income_ratio,roe,debt_ratio,quick_ratio,reserve_ratio,stock_eps,stock_per,stock_bps,stock_pbr,dividend_per_share,dividend_yield_ratio,dividend_payout_ratio,etc1_string,etc2_string,etc3_string,etc1_int,etc2_int,etc3_int
48:08.4,00:00.0,00:00.0,95570,1,1,1,0,AJ네트웍스,10455,-212,373,-2.03,3.56,0.39,423.61,13.45,561.82,24,186.12,6131,0.73,100,2.22,413.15,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,1,1,0,AJ네트웍스,10003,156,421,1.57,4.21,15.18,419.16,42.11,639.52,982,5.06,6802,0.73,300,6.04,30.56,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,1,1,0,AJ네트웍스,10171,230,-33,2.26,-0.33,-1.3,451.43,29.75,600.62,-84,-55.11,6261,0.74,210,4.55,-250.79,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,1,1,0,AJ네트웍스,,,,,,,,,,,,,,,,,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,2,1,0,AJ네트웍스,3064,87,29,2.83,0.96,-13.36,429.94,35.97,619.38,74,-2.93,6702,0.43,,,,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,2,1,0,AJ네트웍스,3128,126,-75,4.04,-2.39,-17,432.74,44.36,601.24,-181,-2.64,6446,0.5,,,,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,2,1,0,AJ네트웍스,880,-103,-8,-11.73,-0.89,-1.3,451.43,29.75,600.62,-1,-55.11,6261,0.74,,,,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,2,1,0,AJ네트웍스,2561,45,48,1.77,1.87,-0.1,447.04,22.22,590.4,102,-698.74,6302,0.71,,,,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,2,1,0,AJ네트웍스,2614,119,145,4.54,5.55,3.62,349.83,31.97,621.8,314,26.01,6604,0.92,,,,,,,0,0,0
48:08.4,00:00.0,00:00.0,95570,1,2,1,0,AJ네트웍스,,,,,,,,,,,,,,,,,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,1,1,0,AK홀딩스,37112,2697,2066,7.27,5.57,13.82,130.54,70.38,1179.2,8070,6.69,64785,0.83,750,1.39,9.15,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,1,1,0,AK홀딩스,37595,1313,574,3.49,1.53,3.38,202.67,50.28,1149.46,2135,16.21,63415,0.55,750,2.17,34.6,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,1,1,0,AK홀딩스,26200,-2216,-2658,-8.46,-10.14,-20.57,233.9,49.24,915.13,-11615,-2.17,51253,0.49,400,1.59,-3.39,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,1,1,0,AK홀딩스,,,,,,,,,,,,,,,,,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,2,1,0,AK홀딩스,5376,-694,-1031,-12.9,-19.17,-15.32,243.22,44.57,974.63,-4486,-2.04,54593,0.34,,,,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,2,1,0,AK홀딩스,6448,-319,-529,-4.94,-8.21,-19.88,234.7,52.36,940.96,-2380,-1.52,52837,0.33,,,,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,2,1,0,AK홀딩스,6437,-857,-256,-13.32,-3.98,-20.57,233.9,49.24,915.13,-1058,-2.17,51253,0.49,,,,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,2,1,0,AK홀딩스,6829,-395,-490,-5.78,-7.17,-18.93,255,46.55,864.54,-2135,-2.65,48796,0.55,,,,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,2,1,0,AK홀딩스,8394,-174,-215,-2.07,-2.56,-12.84,273.04,47.42,846.91,-882,-5.05,47520,0.69,,,,,,,0,0,0
48:08.8,00:00.0,00:00.0,6840,1,2,1,0,AK홀딩스,,,,,,,,,,,,,,,,,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,1,1,0,BGF리테일,57759,1895,1542,3.28,2.67,33.88,184.2,77.61,2788.51,8921,22.87,30198,6.76,2680,1.31,30.03,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,1,1,0,BGF리테일,59461,1966,1514,3.31,2.55,26.46,248.93,68.71,3372.48,8758,19.35,36040,4.7,2700,1.59,30.81,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,1,1,0,BGF리테일,61813,1622,1227,2.62,1.98,18.6,240.28,70.52,3803.31,7100,19.09,40337,3.36,2400,1.77,33.79,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,1,1,0,BGF리테일,67339,2022,1562,3,2.32,20.68,,,,9069,19.74,47403,3.78,2608,,,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,2,1,0,BGF리테일,15492,446,330,2.88,2.13,22.28,261.99,50.41,3361.75,1912,18.55,35933,3.87,,,,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,2,1,0,BGF리테일,16827,636,515,3.78,3.06,20.7,264.14,68.36,3659.28,2980,16.31,38910,3.17,,,,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,2,1,0,BGF리테일,15563,356,262,2.28,1.68,18.6,240.28,70.52,3803.31,1514,19.09,40337,3.36,,,,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,2,1,0,BGF리테일,15012,216,159,1.44,1.06,20.11,260.75,67.2,3654.59,918,21.57,38849,4.07,,,,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,2,1,0,BGF리테일,17004,586,468,3.45,2.75,20.97,256.55,50.91,3924.43,2707,22.11,41549,4.32,,,,,,,0,0,0
48:09.1,00:00.0,00:00.0,282330,1,2,1,0,BGF리테일,18294,739,573,4.04,3.13,,,,,3417,52.38,,,,,,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,1,1,0,BGF,2206,295,472,13.36,21.4,4.41,7.2,540.9,1476.53,575,14.04,15547,0.52,35,0.43,6.91,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,1,1,0,BGF,1334,264,175,19.76,13.13,1.8,8.45,497,1495.87,281,19.91,15700,0.36,110,1.96,39.18,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,1,1,0,BGF,1544,146,179,9.48,11.58,1.81,7.88,423.53,1512.94,285,17.2,15782,0.31,110,2.25,38.65,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,1,1,0,BGF,1910,160,370,8.38,19.37,2.76,,,,439,14.27,16028,0.39,130,,,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,2,1,0,BGF,556,55,87,9.88,15.72,1.25,8.22,69.72,1493.49,111,21.59,15611,0.27,,,,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,2,1,0,BGF,492,116,150,23.47,30.42,1.68,8,50.68,1511.62,182,15.36,15772,0.26,,,,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,2,1,0,BGF,301,-12,-16,-4.04,-5.47,1.81,7.88,423.53,1512.94,16,17.2,15782,0.31,,,,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,2,1,0,BGF,386,-31,219,-8.14,56.88,3.61,8.28,77.45,1527.83,259,12.35,15959,0.44,,,,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,2,1,0,BGF,521,53,44,10.25,8.38,3.41,7.83,56.88,1536.11,84,12.33,16072,0.41,,,,,,,0,0,0
48:09.5,00:00.0,00:00.0,27410,1,2,1,0,BGF,540,120,110,22.22,20.37,,,,,,,,,,,,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,1,1,0,BNK금융지주,50986,7498,5381,14.71,10.55,6.84,1072.63,,416.99,1540,4.76,23401,0.31,300,4.09,19.47,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,1,1,0,BNK금융지주,52795,8069,5989,15.28,11.34,7.07,1038.62,,463.39,1725,4.44,25416,0.3,360,4.7,20.87,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,1,1,0,BNK금융지주,52124,7482,5626,14.35,10.79,6.11,1085.89,,491.12,1593,3.56,26905,0.21,320,5.63,19.99,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,1,1,0,BNK금융지주,,10579,7783,,,8.33,,,,2304,3.5,28682,0.28,490,,,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,2,1,0,BNK금융지주,11742,2354,1840,20.04,15.67,6.3,1073.18,,483.68,531,3.12,26531,0.19,,,,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,2,1,0,BNK금융지주,11215,1914,1474,17.07,13.14,5.67,1058.19,,488.46,419,3.43,26771,0.19,,,,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,2,1,0,BNK금융지주,17396,1155,827,6.64,4.75,6.11,1085.89,,491.12,221,3.56,26905,0.21,,,,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,2,1,0,BNK금융지주,12054,2627,2035,21.8,16.89,6.67,1135.43,,495.3,591,3.85,27115,0.25,,,,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,2,1,0,BNK금융지주,13142,3739,2861,28.45,21.77,7.66,1160.14,,510.74,845,3.72,27891,0.28,,,,,,,0,0,0
48:09.8,00:00.0,00:00.0,138930,1,2,1,0,BNK금융지주,,2953,2178,,,,,,,638,12.65,,,,,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,1,1,0,BYC우,1979,213,91,10.79,4.59,2.26,81.25,42.85,9637.68,10833,22.71,488186,0.5,1050,0.92,9.29,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,1,1,0,BYC우,1706,234,278,13.71,16.29,6.6,59.76,66.42,10280.96,33063,7.15,520430,0.45,1150,0.93,3.34,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,1,1,0,BYC우,1619,229,183,14.17,11.3,4.12,50.03,67.39,10704.33,21775,13.16,542403,0.53,1150,0.83,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,1,1,0,BYC우,,,,,,,,,,,,,,,,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,2,1,0,BYC우,470,85,86,18.04,18.3,6.48,59.74,52.16,10465.37,10197,6.27,529707,0.39,,,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,2,1,0,BYC우,368,58,23,15.87,6.23,4.08,58.9,69.95,10520.2,2752,10.66,532318,0.42,,,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,2,1,0,BYC우,446,64,73,14.25,16.39,4.12,50.03,67.39,10704.33,8697,13.16,542403,0.53,,,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,2,1,0,BYC우,353,57,68,16.04,19.39,5.61,49.49,57.82,10845.25,8151,11.6,549555,0.63,,,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,2,1,0,BYC우,395,36,45,9.21,11.42,4.63,47.38,60.02,10952.71,5373,16.88,554944,0.76,,,,,,,0,0,0
48:10.2,00:00.0,00:00.0,1465,1,2,1,0,BYC우,,,,,,,,,,,,,,,,,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,1,1,0,BYC,1979,213,91,10.79,4.59,2.26,81.25,42.85,9637.68,10833,22.71,488186,0.5,1000,0.41,9.29,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,1,1,0,BYC,1706,234,278,13.71,16.29,6.6,59.76,66.42,10280.96,33063,7.15,520430,0.45,1100,0.47,3.34,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,1,1,0,BYC,1619,229,183,14.17,11.3,4.12,50.03,67.39,10704.33,21775,13.16,542403,0.53,1100,0.38,5.08,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,1,1,0,BYC,,,,,,,,,,,,,,,,,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,2,1,0,BYC,470,85,86,18.04,18.3,6.48,59.74,52.16,10465.37,10197,6.27,529707,0.39,,,,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,2,1,0,BYC,368,58,23,15.87,6.23,4.08,58.9,69.95,10520.2,2752,10.66,532318,0.42,,,,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,2,1,0,BYC,446,64,73,14.25,16.39,4.12,50.03,67.39,10704.33,8697,13.16,542403,0.53,,,,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,2,1,0,BYC,353,57,68,16.04,19.39,5.61,49.49,57.82,10845.25,8151,11.6,549555,0.63,,,,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,2,1,0,BYC,395,36,45,9.21,11.42,4.63,47.38,60.02,10952.71,5373,16.88,554944,0.76,,,,,,,0,0,0
48:10.5,00:00.0,00:00.0,1460,1,2,1,0,BYC,,,,,,,,,,,,,,,,,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,1,1,0,CJ우,295234,13325,8800,4.51,2.98,6.91,153.39,58.82,2741.67,7741,15.7,125257,0.97,523,1.01,14.84,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,1,1,0,CJ우,337797,15092,3238,4.47,0.96,6.24,176.3,62.15,2527.96,7491,12.9,134491,0.72,1900,4.11,23.26,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,1,1,0,CJ우,319991,13903,2040,4.35,0.64,1.89,159.97,73.36,2567.7,2430,37.91,138484,0.67,2050,3.62,77.52,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,1,1,0,CJ우,343370,20040,7836,5.84,2.28,7.52,,,,10187,10.41,149564,0.71,1996,,,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,2,1,0,CJ우,77940,3588,552,4.6,0.71,4.03,171.37,53,2606.13,770,16.77,141320,0.61,,,,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,2,1,0,CJ우,82244,4291,1419,5.22,1.73,4.66,165.81,62.2,2672.74,1773,13.49,142604,0.57,,,,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,2,1,0,CJ우,81407,3382,-3563,4.15,-4.38,1.89,159.97,73.36,2567.7,-4386,37.91,138484,0.67,,,,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,2,1,0,CJ우,80117,4475,1715,5.59,2.14,-0.28,155.93,66.55,2562.27,1464,-248.34,144443,0.65,,,,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,2,1,0,CJ우,83362,5675,2761,6.81,3.31,1.07,147.68,73.15,2614.28,2611,73.15,148115,0.72,,,,,,,0,0,0
48:10.9,00:00.0,00:00.0,1045,1,2,1,0,CJ우,91591,5467,2366,5.97,2.58,,,,,2594,40.87,,,,,,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,1,1,0,CJ4우(전환),295234,13325,8800,4.51,2.98,6.91,153.39,58.82,2741.67,7741,15.7,125257,0.97,,,22.5,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,1,1,0,CJ4우(전환),337797,15092,3238,4.47,0.96,6.24,176.3,62.15,2527.96,7491,12.9,134491,0.72,1850,2.56,23.26,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,1,1,0,CJ4우(전환),319991,13903,2040,4.35,0.64,1.89,159.97,73.36,2567.7,2430,37.91,138484,0.67,2000,2.76,77.52,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,1,1,0,CJ4우(전환),343370,20040,7836,5.84,2.28,7.52,,,,10187,10.41,149564,0.71,1996,,,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,2,1,0,CJ4우(전환),77940,3588,552,4.6,0.71,4.03,171.37,53,2606.13,770,16.77,141320,0.61,,,,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,2,1,0,CJ4우(전환),82244,4291,1419,5.22,1.73,4.66,165.81,62.2,2672.74,1773,13.49,142604,0.57,,,,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,2,1,0,CJ4우(전환),81407,3382,-3563,4.15,-4.38,1.89,159.97,73.36,2567.7,-4386,37.91,138484,0.67,,,,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,2,1,0,CJ4우(전환),80117,4475,1715,5.59,2.14,-0.28,155.93,66.55,2562.27,1464,-248.34,144443,0.65,,,,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,2,1,0,CJ4우(전환),83362,5675,2761,6.81,3.31,1.07,147.68,73.15,2614.28,2611,73.15,148115,0.72,,,,,,,0,0,0
48:11.2,00:00.0,00:00.0,00104K,1,2,1,0,CJ4우(전환),91591,5467,2366,5.97,2.58,,,,,2594,40.87,,,,,,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,1,1,0,CJ,295234,13325,8800,4.51,2.98,6.91,153.39,58.82,2741.67,7741,15.7,125257,0.97,1450,1.19,14.84,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,1,1,0,CJ,337797,15092,3238,4.47,0.96,6.24,176.3,62.15,2527.96,7491,12.9,134491,0.72,1850,1.92,23.26,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,1,1,0,CJ,319991,13903,2040,4.35,0.64,1.89,159.97,73.36,2567.7,2430,37.91,138484,0.67,2000,2.17,77.52,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,1,1,0,CJ,343370,20040,7836,5.84,2.28,7.52,,,,10187,10.41,149564,0.71,1996,,,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,2,1,0,CJ,77940,3588,552,4.6,0.71,4.03,171.37,53,2606.13,770,16.77,141320,0.61,,,,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,2,1,0,CJ,82244,4291,1419,5.22,1.73,4.66,165.81,62.2,2672.74,1773,13.49,142604,0.57,,,,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,2,1,0,CJ,81407,3382,-3563,4.15,-4.38,1.89,159.97,73.36,2567.7,-4386,37.91,138484,0.67,,,,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,2,1,0,CJ,80117,4475,1715,5.59,2.14,-0.28,155.93,66.55,2562.27,1464,-248.34,144443,0.65,,,,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,2,1,0,CJ,83362,5675,2761,6.81,3.31,1.07,147.68,73.15,2614.28,2611,73.15,148115,0.72,,,,,,,0,0,0
48:11.5,00:00.0,00:00.0,1040,1,2,1,0,CJ,91591,5467,2366,5.97,2.58,,,,,2594,40.87,,,,,,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,1,1,0,CJ씨푸드1우,1507,41,22,2.74,1.43,3.54,104.83,11.18,246.97,60,38.9,1710,1.36,,,-,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,1,1,0,CJ씨푸드1우,1492,37,18,2.48,1.23,2.9,97.89,5.33,256.12,51,53.27,1781,1.51,,,-,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,1,1,0,CJ씨푸드1우,1490,40,21,2.66,1.41,3.23,105.49,6.84,267.92,58,87.51,1823,2.8,,,-,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,1,1,0,CJ씨푸드1우,,,,,,,,,,,,,,,,,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,2,1,0,CJ씨푸드1우,331,6,5,1.9,1.58,4.87,85.54,23.47,264.59,14,44.07,1825,2.1,,,,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,2,1,0,CJ씨푸드1우,386,13,8,3.3,1.97,5.49,77.62,34.29,268.79,21,45.18,1837,2.43,,,,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,2,1,0,CJ씨푸드1우,390,4,-2,1.03,-0.47,3.23,105.49,6.84,267.92,-5,87.51,1823,2.8,,,,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,2,1,0,CJ씨푸드1우,410,25,26,6.14,6.36,5.56,97.64,58.09,282.35,72,46.55,1890,2.53,,,,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,2,1,0,CJ씨푸드1우,360,7,7,1.83,1.88,5.72,74.94,53.52,286.14,19,44.16,1910,2.47,,,,,,,0,0,0
48:11.9,00:00.0,00:00.0,11155,1,2,1,0,CJ씨푸드1우,,,,,,,,,,,,,,,,,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,1,1,0,CJ씨푸드,1507,41,22,2.74,1.43,3.54,104.83,11.18,246.97,60,38.9,1710,1.36,,,-,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,1,1,0,CJ씨푸드,1492,37,18,2.48,1.23,2.9,97.89,5.33,256.12,51,53.27,1781,1.51,-,-,-,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,1,1,0,CJ씨푸드,1490,40,21,2.66,1.41,3.23,105.49,6.84,267.92,58,87.51,1823,2.8,-,-,-,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,1,1,0,CJ씨푸드,,,,,,,,,,,,,,,,,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,2,1,0,CJ씨푸드,331,6,5,1.9,1.58,4.87,85.54,23.47,264.59,14,44.07,1825,2.1,,,,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,2,1,0,CJ씨푸드,386,13,8,3.3,1.97,5.49,77.62,34.29,268.79,21,45.18,1837,2.43,,,,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,2,1,0,CJ씨푸드,390,4,-2,1.03,-0.47,3.23,105.49,6.84,267.92,-5,87.51,1823,2.8,,,,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,2,1,0,CJ씨푸드,410,25,26,6.14,6.36,5.56,97.64,58.09,282.35,72,46.55,1890,2.53,,,,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,2,1,0,CJ씨푸드,360,7,7,1.83,1.88,5.72,74.94,53.52,286.14,19,44.16,1910,2.47,,,,,,,0,0,0
48:12.2,00:00.0,00:00.0,11150,1,2,1,0,CJ씨푸드,,,,,,,,,,,,,,,,,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,1,1,0,CS홀딩스,1226,133,126,10.87,10.32,2.89,10.8,772.8,3851.47,5435,11.76,190644,0.34,500,0.78,9.14,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,1,1,0,CS홀딩스,1350,170,166,12.61,12.3,4.68,9.83,767.23,4021.09,9196,6.36,204845,0.29,500,0.85,5.4,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,1,1,0,CS홀딩스,1316,159,118,12.08,8.99,3.2,9.53,836.18,4150.19,6616,8.92,211368,0.28,500,0.85,7.51,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,1,1,0,CS홀딩스,,,,,,,,,,,,,,,,,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,2,1,0,CS홀딩스,343,52,38,15.08,11.13,5.46,9.99,823.56,4098.43,2105,5.54,201592,0.3,,,,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,2,1,0,CS홀딩스,301,31,19,10.12,6.23,4.39,9.87,864.24,4116.87,922,6.12,202418,0.26,,,,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,2,1,0,CS홀딩스,325,33,-8,10.27,-2.49,3.2,9.53,836.18,4150.19,-260,8.92,211368,0.28,,,,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,2,1,0,CS홀딩스,380,38,51,10.08,13.37,2.67,10.93,748.41,4194.59,2717,11.72,214196,0.3,,,,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,2,1,0,CS홀딩스,400,62,53,15.49,13.17,3.19,10.8,723.72,4263.03,3276,10.76,218075,0.33,,,,,,,0,0,0
48:12.6,00:00.0,00:00.0,590,1,2,1,0,CS홀딩스,,,,,,,,,,,,,,,,,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,1,1,0,DB,2371,16,-40,0.68,-1.68,-2.87,109.65,116.1,184.29,-20,-41.55,720,1.15,-,-,-,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,1,1,0,DB,2385,185,44,7.75,1.85,2.53,72.12,129.47,188.73,22,40.19,1104,0.8,-,-,-,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,1,1,0,DB,2724,269,63,9.86,2.3,2.39,50.62,73.92,194.55,31,25.54,1642,0.48,-,-,-,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,1,1,0,DB,,,,,,,,,,,,,,,,,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,2,1,0,DB,699,86,54,12.24,7.72,5.17,63.49,65.12,200.73,27,13.93,1174,0.59,,,,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,2,1,0,DB,632,42,22,6.59,3.49,4.21,54.23,70.2,202.92,11,15.51,1380,0.51,,,,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,2,1,0,DB,746,64,-80,8.52,-10.73,2.39,50.62,73.92,194.55,-40,25.54,1642,0.48,,,,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,2,1,0,DB,679,103,98,15.1,14.44,3.49,47.71,88.04,204.29,49,18.64,1818,0.48,,,,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,2,1,0,DB,860,57,46,6.69,5.4,2.87,45.36,147.33,208.91,23,24.54,1979,0.53,,,,,,,0,0,0
48:13.1,00:00.0,00:00.0,12030,1,2,1,0,DB,,,,,,,,,,,,,,,,,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,1,1,0,DB금융투자,8487,864,631,10.18,7.44,8.58,825.68,,262.06,1280,3.47,15875,0.28,250,5.62,19.06,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,1,1,0,DB금융투자,9920,874,584,8.81,5.89,7.15,937.78,,285.96,1144,3.7,16889,0.25,250,5.9,21.34,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,1,1,0,DB금융투자,15903,1366,1069,8.59,6.72,12.86,980.15,,338.01,2271,2.05,19318,0.24,300,6.44,12.89,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,1,1,0,DB금융투자,,,,,,,,,,,,,,,,,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,2,1,0,DB금융투자,2830,326,251,11.51,8.86,4.74,1007.3,,298.79,484,4.03,17442,0.18,,,,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,2,1,0,DB금융투자,3236,410,293,12.68,9.05,8.3,926.09,,312.72,682,2.75,18148,0.21,,,,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,2,1,0,DB금융투자,3264,585,493,17.91,15.1,12.86,980.15,,338.01,1038,2.05,19318,0.24,,,,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,2,1,0,DB금융투자,4742,591,449,12.47,9.46,17.63,896.27,,354.66,961,1.91,20085,0.3,,,,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,2,1,0,DB금융투자,3106,372,275,11.96,8.84,17.66,839.1,,369.46,616,2.2,20810,0.35,,,,,,,0,0,0
48:13.5,00:00.0,00:00.0,16610,1,2,1,0,DB금융투자,,,,,,,,,,,,,,,,,,,,0,0,0
48:13.9,00:00.0,00:00.0,5830,1,1,1,0,DB손해보험,174545,7207,5378,4.13,3.08,11.06,862.24,,14935.07,7522,9.36,80536,0.87,2000,2.84,23.77,,,,0,0,0
48:13.9,00:00.0,00:00.0,5830,1,1,1,0,DB손해보험,186761,5089,3802,2.73,2.04,6.88,807.71,,17342.64,5311,9.85,93935,0.56,1500,2.87,25.25,,,,0,0,0
