bat_time,info_date,ifrs_date,stock_code,stock_country,ifrs_type,vesting_type,vesting_type_detail,stock_name,stock_revenue,operating_income,net_income,operating_income_ratio,income_ratio,roe,debt_ratio,quick_ratio,reserve_ratio,stock_eps,stock_per,stock_bps,stock_pbr,dividend_per_share,dividend_yield_ratio,dividend_payout_ratio,etc1_string,etc2_string,etc3_string,etc1_int,etc2_int,etc3_int
55:19.2,00:00.0,00:00.0,39560,1,2,1,1,다산네트웍스,1093,-36,24,-3.27,2.19,-7.46,73.01,175.28,975.24,183,-31.01,5060,2.22,,,,,,,0,0,0
55:19.2,00:00.0,00:00.0,39560,1,2,1,1,다산네트웍스,1241,45,21,3.63,1.69,,,,,,,,,,,,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,1,1,1,다우데이타,25253,3616,2329,14.32,9.22,7.28,667.16,11.42,2601.66,863,10.95,11368,0.83,160,1.69,18.54,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,1,1,1,다우데이타,32620,5590,4088,17.14,12.53,13.08,808,4.23,2901.8,1782,4.66,15886,0.52,180,2.17,10.1,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,1,1,1,다우데이타,50939,10553,6580,20.72,12.92,14.16,1075.28,8.22,3384.95,2510,5.1,19566,0.65,250,1.95,9.96,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,1,1,1,다우데이타,,,,,,,,,,,,,,,,,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,2,1,1,다우데이타,9736,3364,2170,34.55,22.28,12.4,1057.37,8.37,3090.78,1031,6.67,18044,0.7,,,,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,2,1,1,다우데이타,13172,3807,2662,28.9,20.21,17.71,1016.98,4.5,3351.19,1313,4.63,19344,0.68,,,,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,2,1,1,다우데이타,6794,3063,1574,45.08,23.17,14.16,1075.28,8.22,3384.95,87,5.1,19566,0.65,,,,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,2,1,1,다우데이타,15952,3760,2747,23.57,17.22,20.61,968.13,6.11,3704.36,1482,3.27,21189,0.6,,,,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,2,1,1,다우데이타,12027,3223,2224,26.8,18.49,19.28,891.1,5.63,3989.71,1047,4.03,22706,0.7,,,,,,,0,0,0
55:19.7,00:00.0,00:00.0,32190,1,2,1,1,다우데이타,,,,,,,,,,,,,,,,,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,1,1,1,다원시스,1287,87,60,6.75,4.69,4.31,79.01,118.14,1256.43,301,50.92,7315,2.1,48,0.31,16.18,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,1,1,1,다원시스,1751,83,42,4.71,2.43,2.09,154.23,89.98,1331.95,154,99.2,7636,2,96,0.63,62.59,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,1,1,1,다원시스,2479,164,147,6.62,5.94,6.86,174.75,97.36,1497.6,531,37.06,8062,2.44,96,0.49,17.9,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,1,1,1,다원시스,,,,,,,,,,,,,,,,,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,2,1,1,다원시스,773,81,75,10.46,9.7,4.15,150.56,88.29,1392.23,269,49.63,7912,1.99,,,,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,2,1,1,다원시스,615,4,-21,0.69,-3.37,2.48,146.06,98.36,1447.05,-73,105.01,7840,2.56,,,,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,2,1,1,다원시스,578,38,54,6.59,9.27,6.86,174.75,97.36,1497.6,194,37.06,8062,2.44,,,,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,2,1,1,다원시스,723,30,34,4.21,4.76,6.66,166.2,98.47,1511.49,126,35.3,8070,2.26,,,,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,2,1,1,다원시스,811,29,19,3.6,2.4,3.51,122.65,118.75,1710.55,66,62.89,9365,2.09,,,,,,,0,0,0
55:20.1,00:00.0,00:00.0,68240,1,2,1,1,다원시스,,,,,,,,,,,,,,,,,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,1,1,1,대동금속,809,19,9,2.36,1.06,2.83,157.04,67.68,683.13,359,27.39,13790,0.71,60,0.61,16.73,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,1,1,1,대동금속,885,33,-,3.69,-,-,207.82,37.44,695.19,0,33025.44,13552,0.75,60,0.59,20112.62,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,1,1,1,대동금속,1111,29,15,2.65,1.37,4.32,195.22,44.04,731.17,585,15.82,13796,0.67,60,0.65,10.27,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,1,1,1,대동금속,,,,,,,,,,,,,,,,,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,2,1,1,대동금속,285,19,11,6.77,3.74,1.02,190.69,40.97,736.06,409,58.75,13845,0.59,,,,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,2,1,1,대동금속,252,2,-1,0.93,-0.41,1.97,187.08,39.09,737.21,-39,31.73,13856,0.62,,,,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,2,1,1,대동금속,310,4,5,1.21,1.58,4.32,195.22,44.04,731.17,188,15.82,13796,0.67,,,,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,2,1,1,대동금속,338,18,11,5.24,3.21,6.71,161.45,48.3,776.95,383,10.14,13589,0.71,,,,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,2,1,1,대동금속,342,10,6,2.87,1.79,5.27,148.14,55.14,797.44,195,19.32,13459,1.07,,,,,,,0,0,0
55:20.6,00:00.0,00:00.0,20400,1,2,1,1,대동금속,,,,,,,,,,,,,,,,,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,1,1,1,대동기어,1320,30,2,2.3,0.16,0.35,193.13,34.39,935.42,23,118.51,6559,0.42,25,0.9,106.77,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,1,1,1,대동기어,1431,32,-6,2.23,-0.39,-0.96,218.69,36.77,899.16,-62,-47.56,6383,0.46,25,0.85,-40.3,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,1,1,1,대동기어,1564,50,23,3.2,1.49,3.83,197.77,34.76,943.7,260,13.45,7212,0.49,40,1.14,15.37,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,1,1,1,대동기어,,,,,,,,,,,,,,,,,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,2,1,1,대동기어,416,20,11,4.83,2.53,-0.36,214.5,39.3,919.25,117,-104.58,7080,0.36,,,,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,2,1,1,대동기어,351,6,1,1.7,0.34,0.91,199.68,34.57,921.86,13,47.96,7099,0.42,,,,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,2,1,1,대동기어,386,18,11,4.58,2.83,3.83,197.77,34.76,943.7,122,13.45,7212,0.49,,,,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,2,1,1,대동기어,546,30,22,5.54,4.04,7.2,232.52,50.09,984.79,246,8.23,7459,0.55,,,,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,2,1,1,대동기어,553,26,15,4.69,2.67,7.4,211.91,42.12,1017.64,164,16.88,7644,1.2,,,,,,,0,0,0
55:21.1,00:00.0,00:00.0,8830,1,2,1,1,대동기어,,,,,,,,,,,,,,,,,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,1,1,1,대동스틸,1015,-4,-,-0.41,0.05,0.07,19.42,285.31,1166.1,5,2156.74,6215,1.63,50,0.49,1059.36,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,1,1,1,대동스틸,1133,-5,3,-0.46,0.28,0.51,28.15,320.29,1158.39,31,170.5,6159,0.87,30,0.56,95.22,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,1,1,1,대동스틸,1064,10,2,0.98,0.19,0.32,27.71,231.57,1162.93,20,241.63,6317,0.76,30,0.62,149.53,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,1,1,1,대동스틸,,,,,,,,,,,,,,,,,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,2,1,1,대동스틸,290,-5,-17,-1.87,-5.94,-2.28,35.98,278.05,1128.29,-173,-36.66,5849,0.85,,,,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,2,1,1,대동스틸,259,5,6,1.74,2.34,-1.28,21.89,277.4,1140.45,61,-65.87,5976,0.85,,,,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,2,1,1,대동스틸,286,8,8,2.74,2.79,0.32,27.71,231.57,1162.93,80,241.63,6317,0.76,,,,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,2,1,1,대동스틸,320,44,38,13.76,11.95,5.56,30.5,200.27,1240.53,382,15.92,6709,0.83,,,,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,2,1,1,대동스틸,445,91,72,20.39,16.09,18.6,37.76,199.41,1373.56,715,6.21,7570,1.02,,,,,,,0,0,0
55:21.5,00:00.0,00:00.0,48470,1,2,1,1,대동스틸,,,,,,,,,,,,,,,,,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,1,1,1,대륙제관,1963,56,36,2.86,1.85,3.56,45.71,153.55,1207.32,228,21.58,6517,0.76,80,1.62,35.05,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,1,1,1,대륙제관,1973,84,54,4.24,2.72,5.1,47.39,177.28,1246.9,337,12.48,6719,0.63,100,2.38,29.65,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,1,1,1,대륙제관,2122,157,120,7.42,5.68,10.79,45.43,200.87,1368.09,757,6.23,7316,0.65,150,3.18,19.8,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,1,1,1,대륙제관,,,,,,,,,,,,,,,,,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,2,1,1,대륙제관,526,42,31,7.91,5.99,6.48,48.74,174.94,1283.1,198,10.25,6902,0.65,,,,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,2,1,1,대륙제관,533,40,30,7.43,5.67,8.97,47.83,184.52,1321.11,190,6.89,7092,0.6,,,,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,2,1,1,대륙제관,557,61,46,10.98,8.18,10.79,45.43,200.87,1368.09,286,6.23,7316,0.65,,,,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,2,1,1,대륙제관,574,28,25,4.92,4.36,11.86,50.46,189.01,1369.59,157,7.07,7323,0.8,,,,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,2,1,1,대륙제관,624,44,39,7.09,6.31,12.18,46.69,196.39,1419.06,247,7.93,7573,0.92,,,,,,,0,0,0
55:22.0,00:00.0,00:00.0,4780,1,2,1,1,대륙제관,,,,,,,,,,,,,,,,,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,1,1,1,대림제지,1465,134,129,9.12,8.79,9.12,69.97,62.12,2432.26,1430,5.05,16915,0.43,,,-,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,1,1,1,대림제지,1059,59,25,5.61,2.37,1.64,49.48,111.39,2483.47,279,22.49,17048,0.37,,,-,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,1,1,1,대림제지,1287,164,131,12.74,10.16,7.73,30.84,170.02,2766.22,1453,6.5,20581,0.46,75,0.79,5.15,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,1,1,1,대림제지,,,,,,,,,,,,,,,,,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,2,1,1,대림제지,291,47,42,16.25,14.52,1.45,36.45,132.97,2631.3,470,32.33,19176,0.42,,,,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,2,1,1,대림제지,330,23,24,7.1,7.4,2.52,36.9,146.34,2683.13,272,16.08,18214,0.38,,,,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,2,1,1,대림제지,382,61,38,16.03,9.85,7.73,30.84,170.02,2766.22,418,6.5,20581,0.46,,,,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,2,1,1,대림제지,406,90,73,22.21,17.98,10.2,28.53,245.21,2918.42,810,6.9,21336,0.64,,,,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,2,1,1,대림제지,443,61,49,13.86,10.99,10.33,28.34,218.99,3019.4,541,7.01,21841,0.65,,,,,,,0,0,0
55:22.4,00:00.0,00:00.0,17650,1,2,1,1,대림제지,,,,,,,,,,,,,,,,,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,1,1,1,대명소노시즌,2152,49,-80,2.27,-3.7,-4.07,216.22,58.86,104.67,-42,-44.72,1022,1.85,-,-,-,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,1,1,1,대명소노시즌,2013,27,633,1.34,31.44,47.52,47.11,257.4,230.61,633,2.37,1643,0.91,-,-,-,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,1,1,1,대명소노시즌,1294,-59,-42,-4.55,-3.23,-2.56,42.18,280.8,223.08,-41,-29.35,1595,0.76,-,-,-,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,1,1,1,대명소노시즌,,,,,,,,,,,,,,,,,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,2,1,1,대명소노시즌,322,4,4,1.1,1.35,44.41,41.27,287.35,225.1,4,1.83,1615,0.67,,,,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,2,1,1,대명소노시즌,362,3,6,0.83,1.65,-3.34,37.2,306.24,226.34,6,-20,1620,0.68,,,,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,2,1,1,대명소노시즌,332,-54,-19,-16.3,-5.61,-2.55,42.18,280.8,223.08,-18,-29.42,1595,0.76,,,,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,2,1,1,대명소노시즌,233,-76,-97,-32.71,-41.54,-6.69,43.4,269.23,204.16,-96,-13.98,1502,0.97,,,,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,2,1,1,대명소노시즌,361,-28,-56,-7.86,-15.63,-10.55,44.22,263.34,203.83,-56,-9.7,1500,1.06,,,,,,,0,0,0
55:22.8,00:00.0,00:00.0,7720,1,2,1,1,대명소노시즌,,,,,,,,,,,,,,,,,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,1,1,1,대모,510,39,31,7.69,6.11,,75.52,107.39,921.67,475,,5128,-,,,35.75,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,1,1,1,대모,450,10,17,2.12,3.85,4.49,74.3,114.33,939.16,235,27.54,5213,1.24,70,1.08,33.67,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,1,1,1,대모,412,1,3,0.19,0.81,0.77,75.59,180.73,937.4,40,114.6,5206,0.88,40,0.87,100.19,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,1,1,1,대모,,,,,,,,,,,,,,,,,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,2,1,1,대모,76,-10,-9,-13.53,-12.33,,75.62,184.1,961.21,-112,35.91,5329,0.94,,,,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,2,1,1,대모,80,-5,-4,-6.22,-4.96,1.38,75.22,165.81,951.46,-47,67.07,5280,0.92,,,,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,2,1,1,대모,101,-9,-8,-9.02,-7.88,0.77,75.59,180.73,937.4,-95,114.6,5206,0.88,,,,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,2,1,1,대모,116,5,7,3.97,5.63,-3.3,78.38,152.05,944.76,78,-29.05,5248,0.98,,,,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,2,1,1,대모,140,8,7,5.79,5.03,0.38,75.85,159.58,961.18,85,309.74,5332,1.18,,,,,,,0,0,0
55:23.3,00:00.0,00:00.0,317850,1,2,1,1,대모,,,,,,,,,,,,,,,,,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,1,1,1,대보마그네틱,206,42,34,20.38,16.51,18.44,24.79,388.95,1641.85,628,56.63,4604,7.73,,,-,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,1,1,1,대보마그네틱,239,47,38,19.49,16.02,11.79,76.97,1053.45,950.27,593,37.88,5497,4.08,,,-,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,1,1,1,대보마그네틱,158,-12,-12,-7.91,-7.36,-2.95,48.23,181.65,1163.83,-173,-207.52,6326,5.68,-,-,-,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,1,1,1,대보마그네틱,,,,,,,,,,,,,,,,,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,2,1,1,대보마그네틱,55,2,7,4.01,12.52,3,75.42,1198.15,1024.36,103,180.68,5555,5.2,,,,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,2,1,1,대보마그네틱,30,-6,-8,-20.71,-27.19,0.27,66.4,159.64,1099.15,-121,2247.96,5957,5.82,,,,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,2,1,1,대보마그네틱,30,-10,-11,-34.56,-37.6,-2.95,48.23,181.65,1163.83,-160,-207.52,6326,5.68,,,,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,2,1,1,대보마그네틱,63,4,5,6.47,8.03,-1.69,34.03,205.4,1311.29,69,-300.67,7096,4.52,,,,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,2,1,1,대보마그네틱,79,17,13,21.73,16,-0.39,34.8,177.14,1356.72,169,-1455.84,7097,4.83,,,,,,,0,0,0
55:23.8,00:00.0,00:00.0,290670,1,2,1,1,대보마그네틱,,,,,,,,,,,,,,,,,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,1,1,1,대봉엘에스,718,79,66,11.03,9.19,8.65,14.3,403.29,1246.2,561,11.26,6731,0.94,50,0.79,8.91,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,1,1,1,대봉엘에스,695,74,62,10.57,8.97,7.37,20.28,449.4,1357.79,517,13.3,7289,0.94,50,0.73,9.68,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,1,1,1,대봉엘에스,763,81,74,10.65,9.7,6.31,16.56,248.13,1784.76,525,21.14,9423,1.18,50,0.45,9.46,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,1,1,1,대봉엘에스,,,,,,,,,,,,,,,,,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,2,1,1,대봉엘에스,206,30,25,14.37,11.92,8.04,23.72,369.38,1419.87,191,17.44,7601,1.34,,,,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,2,1,1,대봉엘에스,177,24,21,13.78,11.64,7.34,17.52,236.74,1435.74,147,17.89,9332,1.15,,,,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,2,1,1,대봉엘에스,173,-1,6,-0.64,3.73,6.31,16.56,248.13,1784.76,16,21.14,9423,1.18,,,,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,2,1,1,대봉엘에스,186,21,23,11.33,12.56,5.78,16.03,238.33,1801.03,131,20.81,9504,1.06,,,,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,2,1,1,대봉엘에스,221,30,30,13.77,13.39,5.53,15.48,237.01,1837.01,180,24.34,9685,1.19,,,,,,,0,0,0
55:24.3,00:00.0,00:00.0,78140,1,2,1,1,대봉엘에스,,,,,,,,,,,,,,,,,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,1,1,1,대성미생물,251,34,32,13.58,12.63,10.02,15.42,405.95,1637.33,834,21.1,8687,2.03,85,0.48,10.19,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,1,1,1,대성미생물,251,34,25,13.45,9.83,7.3,46.99,418.48,1726.96,650,24.45,9136,1.74,85,0.53,13.07,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,1,1,1,대성미생물,248,22,15,8.84,6.12,4.28,71.47,318.04,1810.96,400,40.54,9556,1.7,85,0.52,21.27,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,1,1,1,대성미생물,,,,,,,,,,,,,,,,,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,2,1,1,대성미생물,64,12,9,18.81,13.23,5.28,52.37,544.28,1815.75,224,30.39,9579,1.57,,,,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,2,1,1,대성미생물,56,5,3,9.32,4.71,5.74,56.14,596.34,1829.72,70,29.73,9649,1.67,,,,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,2,1,1,대성미생물,59,-7,-4,-11.32,-6.36,4.28,71.47,318.04,1810.96,-99,40.54,9556,1.7,,,,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,2,1,1,대성미생물,56,-2,-,-3.54,0.46,2.14,70.67,406.47,1795.31,7,95.51,9477,2.03,,,,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,2,1,1,대성미생물,62,3,4,5.5,6.8,0.92,70.18,367.41,1817.52,111,255,9588,2.35,,,,,,,0,0,0
55:24.7,00:00.0,00:00.0,36480,1,2,1,1,대성미생물,,,,,,,,,,,,,,,,,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,1,1,1,대성엘텍,3481,-14,-28,-0.41,-0.8,-6.19,155.2,61.24,-13.89,-28,-30.2,436,1.94,-,-,-,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,1,1,1,대성엘텍,3774,-69,-99,-1.83,-2.63,-24.15,190.42,48.88,-33.31,-99,-10.02,387,2.57,-,-,-,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,1,1,1,대성엘텍,3042,19,-3,0.64,-0.1,-1.05,201.05,60.93,-32.82,-4,-245.46,390,2.58,,,-,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,1,1,1,대성엘텍,,,,,,,,,,,,,,,,,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,2,1,1,대성엘텍,619,-15,-19,-2.45,-3.03,-19.52,192.47,56.67,-39.08,-19,-9.6,360,1.93,,,,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,2,1,1,대성엘텍,752,27,21,3.58,2.79,-15.37,197.52,59.34,-34.84,21,-12.75,382,1.98,,,,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,2,1,1,대성엘텍,932,20,6,2.18,0.61,-1.05,201.05,60.93,-32.82,5,-245.46,390,2.58,,,,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,2,1,1,대성엘텍,840,-4,-6,-0.48,-0.74,0.09,197.54,59.17,-32.5,-6,3618.18,393,3.36,,,,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,2,1,1,대성엘텍,790,-28,-37,-3.51,-4.68,-4.9,233.56,69.52,-39.69,-37,-74.86,358,3.68,,,,,,,0,0,0
55:25.2,00:00.0,00:00.0,25440,1,2,1,1,대성엘텍,,,,,,,,,,,,,,,,,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,1,1,1,대성창투,97,21,16,21.18,16.55,3.27,1.23,,150.79,40,42.05,1254,1.34,,,-,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,1,1,1,대성창투,69,-4,-2,-6.36,-2.52,-0.35,1.83,,150.05,-4,-459,1250,1.6,-,-,-,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,1,1,1,대성창투,113,14,13,12.5,11.69,2.62,1.13,,156.47,33,58.68,1282,1.52,-,-,-,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,1,1,1,대성창투,,,,,,,,,,,,,,,,,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,2,1,1,대성창투,12,-4,-3,-31.97,-27.93,1.04,1.06,,149.29,-9,127.35,1246,1.32,,,,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,2,1,1,대성창투,46,34,34,72.66,72.82,10.24,0.92,,166.01,84,14.16,1330,1.38,,,,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,2,1,1,대성창투,35,-17,-19,-49.41,-54.1,2.62,1.13,,156.47,-47,58.68,1282,1.52,,,,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,2,1,1,대성창투,42,8,8,18.91,19.09,3.77,3.86,,160.43,20,80.72,1302,2.99,,,,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,2,1,1,대성창투,14,-,-2,-3.02,-13.25,4.09,2.07,,159.49,-5,86.27,1297,3.46,,,,,,,0,0,0
55:25.6,00:00.0,00:00.0,27830,1,2,1,1,대성창투,,,,,,,,,,,,,,,,,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,1,1,1,대성파인텍,386,8,30,1.96,7.73,5.93,78.69,96.35,1586.7,95,17.22,1683,0.97,-,-,-,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,1,1,1,대성파인텍,375,3,13,0.83,3.52,2.33,72.92,98.72,1625.64,39,34.28,1728,0.77,-,-,-,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,1,1,1,대성파인텍,321,10,16,3.04,4.93,2.96,61.33,79.47,1653.48,51,42.74,1755,1.23,-,-,-,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,1,1,1,대성파인텍,,,,,,,,,,,,,,,,,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,2,1,1,대성파인텍,58,-4,-8,-7.14,-13.21,-1.09,71.91,103.01,1642.28,-24,-71.26,1745,0.77,,,,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,2,1,1,대성파인텍,83,6,5,7.73,6.44,1.4,71.14,82.9,1659.31,17,66.43,1759,0.9,,,,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,2,1,1,대성파인텍,102,3,5,3.07,5.32,3.24,61.33,79.47,1653.48,17,39.07,1755,1.23,,,,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,2,1,1,대성파인텍,73,1,2,1.94,2.5,0.89,57.16,85.12,1659.27,6,180.67,1761,1.56,,,,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,2,1,1,대성파인텍,78,8,6,9.96,7.52,3.42,57.38,85.34,1677.88,19,49.53,1780,1.63,,,,,,,0,0,0
55:26.1,00:00.0,00:00.0,104040,1,2,1,1,대성파인텍,,,,,,,,,,,,,,,,,,,,0,0,0
55:26.6,00:00.0,00:00.0,332290,1,1,1,1,대신밸런스제7호스팩,,,,,,,,,,,,,,,,,,,,0,0,0
55:26.6,00:00.0,00:00.0,332290,1,1,1,1,대신밸런스제7호스팩,-,-,-,,,,10.41,,1887.76,-32,-63.69,1988,1.01,,,-,,,,0,0,0
55:26.6,00:00.0,00:00.0,332290,1,1,1,1,대신밸런스제7호스팩,-,-,-,,,-0.21,11.07,,1883.66,-4,-518.67,1984,1.07,,,-,,,,0,0,0
55:26.6,00:00.0,00:00.0,332290,1,1,1,1,대신밸런스제7호스팩,,,,,,,,,,,,,,,,,,,,0,0,0
55:26.6,00:00.0,00:00.0,332290,1,2,1,1,대신밸런스제7호스팩,-,-,-,,,,10.8,,1883.37,-2,-122.81,1983,1.02,,,,,,,0,0,0
55:26.6,00:00.0,00:00.0,332290,1,2,1,1,대신밸런스제7호스팩,-,-,-,,,-0.4,10.9,,1887.72,4,-482.35,1988,1.01,,,,,,,0,0,0
