bat_time,info_date,stock_code,stock_country,vesting_type,vesting_type_detail,stock_name,stock_market_sum,stock_share_total_num,stock_first_price,stock_foreign_share_max,stock_foreign_share_num,stock_foreign_share_percent,stock_maxprice_year,stock_lowprice_year,stock_per,stock_eps,stock_per_guess,stock_eps_guess,stock_pbr,stock_bps,stock_allocation_ratio,stock_similar_per,stock_now,stock_close,stock_open,stock_high,stock_low,stock_volume_share,stock_volume_money,stock_trading_sum_foreign,stock_trading_sum_agency,stock_trading_sum_ant,stock_agency_buy_top1,stock_agency_buy_top1_vol,stock_agency_buy_top2,stock_agency_buy_top2_vol,stock_agency_buy_top3,stock_agency_buy_top3_vol,stock_agency_buy_top4,stock_agency_buy_top4_vol,stock_agency_buy_top5,stock_agency_buy_top5_vol,stock_agency_sell_top1,stock_agency_sell_top1_vol,stock_agency_sell_top2,stock_agency_sell_top2_vol,stock_agency_sell_top3,stock_agency_sell_top3_vol,stock_agency_sell_top4,stock_agency_sell_top4_vol,stock_agency_sell_top5,stock_agency_sell_top5_vol,etc1_string,etc2_string,etc3_string,etc4_string,etc5_string,etc1_int,etc2_int,etc3_int,etc4_int,etc5_int
2021-09-18 09:48:38.140811,2021-09-17 00:00:00.000000,011155,1.0,1.0,0.0,CJ씨푸드1우,7790000000.0,200000,500,200000,925,0.46,52300,32400,364.02,107,N/A,N/A,20.39,1910,N/A,14.67,38950,38950,38850,39000,38850,245,9,,,-703.0,신한금융투자,130,NH투자증권,72,한국증권,34,하나금융투자,7,미래에셋대우,2,삼성,93,NH투자증권,47,대신,44,키움증권,22,부국,20,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:38.375847,2021-09-17 00:00:00.000000,011150,1.0,1.0,0.0,CJ씨푸드,146597553840.0,35930773,500,35930773,299790,0.83,6430,3870,38.13,107,N/A,N/A,2.14,1910,N/A,14.67,4080,4080,4035,4115,4035,64549,262,+4839,-121,-4718.0,삼성,8379,키움증권,7638,미래에셋대우,7573,NH투자증권,5314,신한금융투자,5221,키움증권,16770,대신,9067,NH투자증권,8146,미래에셋대우,7205,삼성,6101,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:38.646732,2021-09-17 00:00:00.000000,000590,1.0,1.0,0.0,CS홀딩스,73886848000.0,1154482,5000,1154482,35544,3.08,99400,51400,9.62,6656,N/A,N/A,0.29,218075,0.78,10.80,64000,64000,63800,65100,63200,1158,73,-191,-6,197.0,키움증권,539,한국증권,171,미래에셋대우,111,KB증권,101,유진증권,97,키움증권,465,신한금융투자,140,미래에셋대우,130,NH투자증권,100,유진증권,72,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:38.901362,2021-09-17 00:00:00.000000,012030,1.0,1.0,0.0,DB,206203281325.0,201173933,500,201173933,3296377,1.64,1465,664,23.84,43,N/A,N/A,0.52,1979,N/A,20.11,1025,1025,1050,1055,1025,1103310,1138,+106804,-340121,233317.0,삼성,212456,키움증권,134062,신한금융투자,90631,NH투자증권,74913,미래에셋대우,66553,케이티비,152794,키움증권,148479,유안타증권,123268,KB증권,102909,삼성,97276,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:39.165130,2021-09-17 00:00:00.000000,016610,1.0,1.0,0.0,DB금융투자,285239734080.0,42446389,5000,42446389,4424508,10.42,7820,3625,2.04,3297,N/A,N/A,0.32,20810,4.46,4.07,6720,6720,6800,6860,6720,100340,677,-41965,-50,42015.0,한국증권,18865,미래에셋대우,17935,신한금융투자,16881,삼성,11855,키움증권,7590,제이피모간,36452,키움증권,18993,미래에셋대우,8372,노무라,7985,대신,5037,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:39.488282,2021-09-17 00:00:00.000000,005830,1.0,1.0,0.0,DB손해보험,4304640000000.0,70800000,500,70800000,30387153,42.92,63600,36700,6.24,9751,6.00,9541,0.57,105959,3.62,8.06,60800,60800,61100,61400,60600,175561,10685,+7596,-17410,9814.0,CS증권,35759,한국증권,27182,다이와,19557,NH투자증권,9790,노무라,9665,모건스탠리,27289,한화,19622,메릴린치,16203,제이피모간,14255,한국증권,10457,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:39.726894,2021-09-17 00:00:00.000000,000995,1.0,1.0,0.0,DB하이텍1우,12410918000.0,112316,5000,112316,1197,1.07,185000,90500,29.37,3762,19.00,5732,5.41,20425,0.36,13.93,110500,110500,107500,111000,107000,184,19,,,9814.0,미래에셋대우,95,키움증권,33,신한금융투자,20,한화,14,KB증권,8,유안타증권,100,키움증권,52,미래에셋대우,13,케이티비,4,신한금융투자,3,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:39.994648,2021-09-17 00:00:00.000000,000990,1.0,1.0,0.0,DB하이텍,2557358668800.0,44398588,5000,44398588,7428281,16.73,74300,30350,15.31,3762,10.00,5732,2.82,20425,0.61,13.93,57600,57600,56700,57700,55900,523389,29859,-21477,+13332,8145.0,신한금융투자,67373,키움증권,65832,미래에셋대우,62284,한국증권,59482,삼성,45071,키움증권,88195,미래에셋대우,59812,모건스탠리,50737,한국증권,49325,삼성,44104,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:40.256190,2021-09-17 00:00:00.000000,139130,1.0,1.0,0.0,DGB금융지주,1557833121930.0,169145833,5000,169145833,84245482,49.81,9790,5220,3.66,2519,3.00,2703,0.30,30950,4.24,4.55,9210,9210,9310,9330,9180,457035,4220,-145680,+45088,100592.0,CS증권,120467,UBS,58284,미래에셋대우,48216,KB증권,31486,키움증권,24529,제이피모간,100256,삼성,81367,CLSA,51489,모건스탠리,45273,메릴린치,27351,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:40.527442,2021-09-17 00:00:00.000000,001530,1.0,1.0,0.0,DI동일,843580080000.0,2510655,5000,2510655,64921,2.59,401000,80923,29.33,11455,N/A,N/A,1.19,281388,0.44,7.02,336000,336000,333500,336500,321000,39999,13132,-1814,-2458,4272.0,미래에셋대우,6451,한국증권,5390,키움증권,5380,NH투자증권,3308,KB증권,3167,한국증권,5839,미래에셋대우,5728,키움증권,4086,NH투자증권,3094,하나금융투자,2959,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:40.773329,2021-09-17 00:00:00.000000,000215,1.0,1.0,0.0,DL우,75032117500.0,1686115,5000,1686115,130457,7.74,63200,32900,1.44,30986,1.00,45966,0.26,173367,3.03,7.59,44500,44500,44050,44500,43850,1919,84,-6,,4272.0,키움증권,635,한국증권,438,NH투자증권,273,유진증권,229,케이티비,128,NH투자증권,614,한국증권,525,유진증권,377,키움증권,162,대신,85,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:41.048136,2021-09-17 00:00:00.000000,001880,1.0,1.0,0.0,DL건설,721142386800.0,22053284,5000,22053284,451149,2.05,41000,22550,5.08,6432,4.00,7718,0.87,37514,1.68,7.59,32700,32700,32500,32700,32050,15575,504,+496,+1134,-1630.0,삼성,2643,NH투자증권,2351,한국증권,2048,키움증권,1939,미래에셋대우,1485,키움증권,3017,한국증권,1825,KB증권,1557,NH투자증권,1513,미래에셋대우,1482,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:41.320768,2021-09-17 00:00:00.000000,000210,1.0,1.0,0.0,DL,1513014824800.0,20955884,5000,20955884,3170045,15.13,107000,60400,2.33,30986,2.00,45966,0.42,173367,1.80,7.59,72200,72200,73000,73500,72000,240017,17351,-41839,+8908,32931.0,모건스탠리,56170,제이피모간,34551,CS증권,26035,골드만,21863,키움증권,10997,모건스탠리,100159,제이피모간,31680,CS증권,17801,신한금융투자,17726,골드만,16202,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:41.547709,2021-09-17 00:00:00.000000,37550K,1.0,1.0,0.0,DL이앤씨우,164037476000.0,2113885,5000,2113885,159833,7.56,106500,67600,N/A,N/A,3.00,26203,0.43,179507,N/A,8.77,77600,77600,77900,78200,77500,6203,482,-298,+1624,-1326.0,한국증권,1643,하나금융투자,856,HI증권,811,미래에셋대우,787,NH투자증권,553,대신,1761,NH투자증권,1004,키움증권,567,삼성,564,한국증권,435,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-18 09:48:41.817229,2021-09-17 00:00:00.000000,375500,1.0,1.0,0.0,DL이앤씨,2700543951000.0,19358738,5000,19358738,5165334,26.68,159000,103500,N/A,N/A,5.00,26203,0.78,179507,N/A,8.77,139500,139500,141000,142000,139500,85997,12071,-10925,-4030,14955.0,키움증권,11960,삼성,7632,신한금융투자,7484,미래에셋대우,7419,한국증권,6725,신한금융투자,10904,키움증권,8838,골드만,8541,제이피모간,7034,한국증권,6455,,,,,,0.0,0.0,0.0,0.0,0.0
