bat_time,info_date,stock_code,stock_country,vesting_type,vesting_type_detail,stock_name,stock_market_sum,stock_share_total_num,stock_first_price,stock_foreign_share_max,stock_foreign_share_num,stock_foreign_share_percent,stock_maxprice_year,stock_lowprice_year,stock_per,stock_eps,stock_per_guess,stock_eps_guess,stock_pbr,stock_bps,stock_allocation_ratio,stock_similar_per,stock_now,stock_close,stock_open,stock_high,stock_low,stock_volume_share,stock_volume_money,stock_trading_sum_foreign,stock_trading_sum_agency,stock_trading_sum_ant,stock_agency_buy_top1,stock_agency_buy_top1_vol,stock_agency_buy_top2,stock_agency_buy_top2_vol,stock_agency_buy_top3,stock_agency_buy_top3_vol,stock_agency_buy_top4,stock_agency_buy_top4_vol,stock_agency_buy_top5,stock_agency_buy_top5_vol,stock_agency_sell_top1,stock_agency_sell_top1_vol,stock_agency_sell_top2,stock_agency_sell_top2_vol,stock_agency_sell_top3,stock_agency_sell_top3_vol,stock_agency_sell_top4,stock_agency_sell_top4_vol,stock_agency_sell_top5,stock_agency_sell_top5_vol,etc1_string,etc2_string,etc3_string,etc4_string,etc5_string,etc1_int,etc2_int,etc3_int,etc4_int,etc5_int
2021-09-12 12:40:01.679394,2021-09-10 00:00:00.000000,011155,1.0,1.0,0.0,CJ씨푸드1우,7600000000.0,200000,500,200000,938,0.47,55200,32400,355.14,107,N/A,N/A,19.90,1910,N/A,14.59,38000,38000,38600,38600,37250,320,12,,,-4473.0,미래에셋대우,121,NH투자증권,83,키움증권,37,삼성,26,KB증권,19,키움증권,240,삼성,36,부국,20,한국증권,9,신영,8,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:02.058354,2021-09-10 00:00:00.000000,011150,1.0,1.0,0.0,CJ씨푸드,149651669545.0,35930773,500,35930773,309513,0.86,6430,3870,38.93,107,N/A,N/A,2.18,1910,N/A,14.59,4165,4165,4150,4195,4095,114392,474,+26643,-1806,-24837.0,신한금융투자,22377,KB증권,14585,NH투자증권,13138,키움증권,11708,모건스탠리,9379,KB증권,20408,미래에셋대우,16725,한국증권,16343,NH투자증권,16141,키움증권,14816,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:02.419685,2021-09-10 00:00:00.000000,000590,1.0,1.0,0.0,CS홀딩스,72616917800.0,1154482,5000,1154482,35878,3.11,99400,51400,9.45,6656,N/A,N/A,0.29,218075,0.80,10.72,62900,62900,62700,63000,61700,1327,82,+23,,-24837.0,키움증권,541,미래에셋대우,225,한국증권,107,유진증권,81,신한금융투자,66,키움증권,915,유진증권,114,미래에셋대우,80,대신,72,신한금융투자,47,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:02.734746,2021-09-10 00:00:00.000000,012030,1.0,1.0,0.0,DB,219279586970.0,201173933,500,201173933,3490097,1.73,1465,664,25.35,43,N/A,N/A,0.55,1979,N/A,20.41,1090,1090,1115,1120,1085,735921,807,-75848,+201,75647.0,키움증권,140164,KB증권,107190,미래에셋대우,93262,한국증권,89060,삼성,81350,키움증권,190172,삼성,172266,한국증권,69194,신한금융투자,64902,미래에셋대우,64699,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:03.109550,2021-09-10 00:00:00.000000,016610,1.0,1.0,0.0,DB금융투자,290333300760.0,42446389,5000,42446389,4424661,10.42,7820,3625,2.07,3297,N/A,N/A,0.33,20810,4.39,4.06,6840,6840,6800,6850,6750,46436,316,+8546,+223,-8769.0,키움증권,13656,골드만,7874,신한금융투자,5706,미래에셋대우,5614,KB증권,3049,메리츠,11000,미래에셋대우,10731,키움증권,7862,삼성,5013,한국증권,2636,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:03.392215,2021-09-10 00:00:00.000000,005830,1.0,1.0,0.0,DB손해보험,4276320000000.0,70800000,500,70800000,30448615,43.01,63600,36700,6.19,9751,6.00,9541,0.57,105959,3.64,8.12,60400,60400,60100,61200,59000,103554,6263,-31457,+34174,-2717.0,한국증권,16250,코리아에셋,14160,NH투자증권,7578,모건스탠리,7454,메리츠,7282,신한금융투자,17294,골드만,13869,제이피모간,9395,NH투자증권,8446,한국증권,7833,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:03.656114,2021-09-10 00:00:00.000000,000995,1.0,1.0,0.0,DB하이텍1우,12354760000.0,112316,5000,112316,1197,1.07,337000,90500,29.24,3762,19.00,5732,5.39,20425,0.36,13.78,110000,110000,109500,110000,108000,287,31,,,-2717.0,하나금융투자,60,신한금융투자,53,한화,51,키움증권,34,NH투자증권,26,미래에셋대우,61,한국증권,61,한화,57,NH투자증권,48,키움증권,42,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:03.925856,2021-09-10 00:00:00.000000,000990,1.0,1.0,0.0,DB하이텍,2655035562400.0,44398588,5000,44398588,7641914,17.21,74300,30350,15.90,3762,10.00,5732,2.93,20425,0.58,13.78,59800,59800,59500,60300,58700,359169,21431,+62020,-18402,-43618.0,신한금융투자,46915,미래에셋대우,38005,키움증권,36268,한국증권,35713,제이피모간,28746,키움증권,53138,미래에셋대우,44244,이베스트,40406,NH투자증권,38743,신한금융투자,32983,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:04.230144,2021-09-10 00:00:00.000000,139130,1.0,1.0,0.0,DGB금융지주,1561216038590.0,169145833,5000,169145833,83843535,49.57,9790,5220,3.66,2519,3.00,2703,0.30,30950,4.22,4.50,9230,9230,9050,9280,9030,596748,5473,+152521,+43586,-196107.0,모건스탠리,89299,이베스트,82809,씨티그룹,59505,신한금융투자,54961,한국증권,39025,키움증권,104577,삼성,73127,NH투자증권,66674,미래에셋대우,52120,대신,49597,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:04.535419,2021-09-10 00:00:00.000000,001530,1.0,1.0,0.0,DI동일,890027197500.0,2510655,5000,2510655,59767,2.38,401000,80923,30.95,11455,N/A,N/A,1.26,281388,0.42,6.85,354500,354500,354000,363000,351000,25583,9084,+613,-1146,533.0,한국증권,4067,미래에셋대우,3595,키움증권,2672,NH투자증권,2519,삼성,2510,미래에셋대우,5177,한국증권,4551,신한금융투자,2358,NH투자증권,2081,키움증권,2046,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:04.796674,2021-09-10 00:00:00.000000,000215,1.0,1.0,0.0,DL우,73514614000.0,1686115,5000,1686115,130607,7.75,63200,32900,1.41,30986,1.00,45966,0.25,173367,3.10,7.23,43600,43600,44000,44000,43300,528,22,+85,,533.0,신한금융투자,115,미래에셋대우,111,키움증권,83,NH투자증권,54,한국증권,53,한국증권,100,NH투자증권,88,대신,81,KB증권,78,미래에셋대우,72,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:05.108869,2021-09-10 00:00:00.000000,001880,1.0,1.0,0.0,DL건설,710115744800.0,22053284,5000,22053284,451700,2.05,41000,22550,5.01,6432,4.00,7782,0.86,37514,1.71,7.23,32200,32200,31750,32350,31400,31004,989,-1241,+3491,-2250.0,신한금융투자,4098,NH투자증권,3859,키움증권,3423,한국증권,2975,메릴린치,2395,NH투자증권,4676,키움증권,4653,한국증권,4123,메릴린치,2362,신한금융투자,2230,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:05.411525,2021-09-10 00:00:00.000000,000210,1.0,1.0,0.0,DL,1492058940800.0,20955884,5000,20955884,3150404,15.03,107000,60400,2.30,30986,2.00,45966,0.41,173367,1.83,7.23,71200,71200,69600,71200,69400,61654,4326,-3021,+5031,-2010.0,NH투자증권,6670,신한금융투자,6380,한국증권,6039,삼성,5512,미래에셋대우,5315,미래에셋대우,9941,제이피모간,7869,NH투자증권,5952,한국증권,5587,신한금융투자,5056,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:05.712276,2021-09-10 00:00:00.000000,37550K,1.0,1.0,0.0,DL이앤씨우,162980533500.0,2113885,5000,2113885,162976,7.71,106500,67600,N/A,N/A,3.00,26203,0.43,179507,N/A,8.35,77100,77100,77100,78100,76200,6944,533,-1151,+9,1142.0,키움증권,989,미래에셋대우,940,KB증권,809,NH투자증권,767,삼성,680,키움증권,2819,삼성,1517,NH투자증권,746,미래에셋대우,513,한국증권,398,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:06.014259,2021-09-10 00:00:00.000000,375500,1.0,1.0,0.0,DL이앤씨,2748940796000.0,19358738,5000,19358738,5161392,26.66,159000,103500,N/A,N/A,5.00,26203,0.79,179507,N/A,8.35,142000,142000,142000,142500,139000,85263,11992,-5044,+13826,-8782.0,키움증권,14306,삼성,10286,NH투자증권,8661,한국증권,7662,한화,7297,키움증권,14225,삼성,9789,NH투자증권,9691,미래에셋대우,7418,한국증권,6515,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:06.292592,2021-09-10 00:00:00.000000,155660,1.0,1.0,0.0,DSR,189600000000.0,16000000,500,16000000,73786,0.46,13000,5100,17.61,673,N/A,N/A,1.12,10609,0.42,12.56,11850,11850,11950,12100,11300,2664142,31134,+94626,+507,-95133.0,키움증권,1180900,미래에셋대우,309280,KB증권,161783,NH투자증권,141149,한국증권,140166,키움증권,1111204,미래에셋대우,277870,삼성,258713,KB증권,154409,NH투자증권,134350,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:06.578182,2021-09-10 00:00:00.000000,069730,1.0,1.0,0.0,DSR제강,141552000000.0,14400000,500,14400000,114812,0.80,11900,4090,54.31,181,N/A,N/A,0.95,10295,0.41,10.72,9830,9830,10200,10350,9630,1292971,12768,-4465,-81649,86114.0,키움증권,355805,한국증권,179332,미래에셋대우,158811,NH투자증권,126528,삼성,103571,키움증권,383729,NH투자증권,222226,한국증권,156001,미래에셋대우,108297,삼성,82827,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:06.913448,2021-09-10 00:00:00.000000,017940,1.0,1.0,0.0,E1,430122000000.0,6860000,5000,6860000,310968,4.53,60900,38200,3.18,19710,N/A,N/A,0.28,222561,3.51,9.56,62700,62700,58300,63000,57600,176157,10758,+12955,+10069,-23024.0,키움증권,35708,한국증권,20570,신한금융투자,14622,삼성,14617,NH투자증권,14317,키움증권,29712,한국증권,21658,미래에셋대우,16864,신한금융투자,16406,NH투자증권,15009,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:07.174538,2021-09-10 00:00:00.000000,365550,1.0,1.0,0.0,ESR켄달스퀘어리츠,45619000000.0,6860000,5000,9610,4800,4.53,60900,38200,3.18,19710,N/A,N/A,0.28,222561,3.51,9.56,6650,6650,6690,6800,6630,161841,1083,-37311,+13558,23753.0,골드만,42379,미래에셋대우,21451,삼성,15113,키움증권,14528,KB증권,13867,유안타증권,50296,미래에셋대우,16393,키움증권,14244,골드만,11894,제이피모간,11174,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:07.454269,2021-09-10 00:00:00.000000,383220,1.0,1.0,0.0,F&F,5922273795000.0,7661415,500,7661415,839705,10.96,760000,360000,N/A,N/A,16.00,47720,16.79,46030,N/A,28.59,773000,773000,752000,780000,747000,46866,35907,+16757,+12279,-29036.0,삼성,7261,제이피모간,6392,모건스탠리,6355,신한금융투자,3665,하나금융투자,3107,미래에셋대우,13738,삼성,7666,한국증권,5057,NH투자증권,3635,키움증권,3243,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:07.760428,2021-09-10 00:00:00.000000,007700,1.0,1.0,0.0,F&F홀딩스,1494168819400.0,39114367,500,39114367,291530,0.75,90250,34050,0.28,135174,N/A,N/A,0.95,40069,2.62,6.85,38200,38200,38200,38850,37650,128073,4905,-6890,+1784,5106.0,키움증권,34062,한국증권,15352,신한금융투자,12719,NH투자증권,11701,삼성,10206,키움증권,28851,NH투자증권,21964,미래에셋대우,17885,신한금융투자,14314,삼성,8067,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:08.049632,2021-09-10 00:00:00.000000,078935,1.0,1.0,0.0,GS우,65056907700.0,1784826,5000,1784826,190201,10.66,42750,28000,4.15,8792,3.00,12432,0.38,94899,5.35,36.38,36450,36450,36400,36450,36100,2601,94,+39,+568,-607.0,키움증권,816,대신,360,미래에셋대우,335,NH투자증권,283,HI증권,135,미래에셋대우,1113,한국증권,514,키움증권,400,삼성,265,NH투자증권,232,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:08.351283,2021-09-10 00:00:00.000000,006360,1.0,1.0,0.0,GS건설,3851167050000.0,85581490,5000,85581490,22794814,26.64,48850,23150,11.87,3790,8.00,5744,0.86,52305,2.67,7.23,45000,45000,44200,45200,43750,548824,24474,-109348,+137426,-28078.0,신한금융투자,106536,한국증권,67869,미래에셋대우,54309,삼성,53604,키움증권,32528,신한금융투자,60115,NH투자증권,50154,제이피모간,47384,키움증권,46573,한국증권,43134,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:08.657217,2021-09-10 00:00:00.000000,078930,1.0,1.0,0.0,GS,3897800107100.0,92915378,5000,92915378,17914337,19.28,50300,30300,4.77,8792,3.00,12432,0.44,94899,4.53,36.38,41950,41950,41800,42000,41300,135056,5631,+6369,-23231,16862.0,KB증권,23606,키움증권,15381,신한금융투자,15072,NH투자증권,13159,CS증권,11842,신한금융투자,14315,케이티비,13051,NH투자증권,10146,키움증권,9317,한국증권,9197,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:08.997932,2021-09-10 00:00:00.000000,012630,1.0,1.0,0.0,HDC,684042705450.0,59741721,5000,59741721,11433075,19.14,15600,9950,7.63,1501,N/A,N/A,0.27,42106,2.18,7.23,11450,11450,11500,11550,11300,132864,1514,-38651,-1099,39750.0,미래에셋대우,23377,키움증권,17851,유안타증권,15683,삼성,14233,한국증권,9613,삼성,46074,키움증권,13022,미래에셋대우,12481,KB증권,11457,대신,10379,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:09.319433,2021-09-10 00:00:00.000000,294870,1.0,1.0,0.0,HDC현대산업개발,1888245004500.0,65907330,5000,65907330,7171343,10.88,33400,19700,10.23,2801,5.00,5570,0.66,43490,2.09,7.23,28650,28650,28350,28750,27950,264770,7504,-18597,+24739,-6142.0,신한금융투자,48436,키움증권,35645,NH투자증권,25683,한화,25097,한국증권,21364,하나금융투자,40215,한국증권,27054,키움증권,25207,유안타증권,24395,미래에셋대우,23413,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:09.686700,2021-09-10 00:00:00.000000,003560,1.0,1.0,0.0,IHQ,233246018060.0,146235748,500,146235748,5654688,3.87,2940,1305,N/A,-88,N/A,N/A,1.88,848,N/A,-22.55,1595,1595,1615,1620,1530,2285974,3574,+149890,-45304,-104586.0,키움증권,481308,미래에셋대우,306572,NH투자증권,220436,KB증권,193363,신한금융투자,187993,한화,895055,키움증권,273859,미래에셋대우,250889,한국증권,137089,NH투자증권,109501,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:09.980567,2021-09-10 00:00:00.000000,175330,1.0,1.0,0.0,JB금융지주,1583742467760.0,196982894,5000,196982894,80206745,40.72,8350,4435,3.49,2303,3.00,2331,0.40,20288,4.65,4.50,8040,8040,7900,8050,7850,488541,3880,+93430,+19767,-113197.0,미래에셋대우,59053,신한금융투자,58286,한국증권,51693,NH투자증권,42539,메릴린치,39770,미래에셋대우,106100,키움증권,76360,한국증권,39943,유진증권,32814,삼성,31893,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:10.273021,2021-09-10 00:00:00.000000,234080,1.0,1.0,0.0,JW생명과학,277104695000.0,15834554,2500,15834554,566395,3.58,24000,16300,21.34,820,N/A,N/A,2.11,8291,2.86,107.03,17500,17500,17300,17500,17050,21609,373,-62,+15,47.0,유진증권,6949,삼성,3449,키움증권,3243,신한금융투자,2459,NH투자증권,1488,미래에셋대우,6361,삼성,5848,키움증권,2133,NH투자증권,1917,IBK증권,1500,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:10.536495,2021-09-10 00:00:00.000000,001065,1.0,1.0,0.0,JW중외제약우,6620227800.0,177486,2500,177486,508,0.29,91241,28200,N/A,-146,N/A,N/A,4.20,8886,0.93,107.03,37300,37300,37250,37550,37250,1024,38,,,47.0,키움증권,464,한화,101,현대차증권,100,미래에셋대우,74,대신,71,키움증권,594,미래에셋대우,175,KB증권,106,삼성,56,대신,32,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:10.836688,2021-09-10 00:00:00.000000,001067,1.0,1.0,0.0,JW중외제약2우B,5563074400.0,93028,2500,93028,494,0.53,135110,50155,N/A,-146,N/A,N/A,6.73,8886,0.54,107.03,59800,59800,57500,59800,57500,1254,74,,,47.0,하나금융투자,900,NH투자증권,201,키움증권,71,한국증권,23,한화,10,키움증권,468,삼성,454,한국증권,122,대신,66,교보,54,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:11.196268,2021-09-10 00:00:00.000000,001060,1.0,1.0,0.0,JW중외제약,580501005700.0,21539926,2500,21539926,1222265,5.67,42639,25850,N/A,-146,N/A,N/A,3.03,8886,1.17,107.03,26950,26950,26800,27050,26600,75846,2030,-3209,+1924,1285.0,키움증권,16681,한국증권,11389,미래에셋대우,7333,NH투자증권,7245,신한금융투자,4510,미래에셋대우,12285,키움증권,12047,한국증권,9477,삼성,5825,신한금융투자,4960,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:11.499180,2021-09-10 00:00:00.000000,096760,1.0,1.0,0.0,JW홀딩스,278897816650.0,68441182,500,68441182,1465126,2.14,7000,3800,13.72,297,N/A,N/A,2.01,2031,2.14,107.03,4075,4075,4080,4120,4040,38196,155,-8664,+68,8596.0,메리츠,8259,NH투자증권,6441,한국증권,6367,키움증권,5217,삼성,3570,신한금융투자,9093,제이피모간,4882,한국증권,4259,키움증권,4132,IBK증권,3500,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:11.821361,2021-09-10 00:00:00.000000,105560,1.0,1.0,0.0,KB금융,21414107880000.0,415807920,5000,415807920,280994114,67.58,59800,36900,5.08,10144,5.00,10317,0.45,115045,3.44,4.50,51500,51500,51900,52000,51100,1355752,69640,-399024,+30271,368753.0,신한금융투자,138773,NH투자증권,127939,삼성,123848,한국증권,106374,미래에셋대우,93834,모건스탠리,435236,한국증권,107587,맥쿼리,106759,신한금융투자,83163,홍콩상하이,55188,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:12.129795,2021-09-10 00:00:00.000000,009070,1.0,1.0,0.0,KCTC,207300000000.0,30000000,500,30000000,250847,0.84,11500,2190,10.95,631,N/A,N/A,0.98,7057,0.72,11.47,6910,6910,7010,7070,6860,231301,1600,+4298,+26,-4324.0,키움증권,37731,NH투자증권,35916,삼성,26823,미래에셋대우,23892,한국증권,23765,키움증권,52805,신한금융투자,46404,NH투자증권,28527,한국증권,22688,미래에셋대우,13985,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:12.401003,2021-09-10 00:00:00.000000,016385,1.0,1.0,0.0,KG동부제철우,6112582500.0,53385,5000,53385,0,0.00,214500,96100,93.62,1223,N/A,N/A,10.92,10488,0.13,10.72,114500,114500,114000,114500,111500,90,10,,,-4324.0,키움증권,42,삼성,13,대신,13,미래에셋대우,9,교보,5,미래에셋대우,41,키움증권,20,대신,10,한국증권,7,NH투자증권,6,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:12.701195,2021-09-10 00:00:00.000000,016380,1.0,1.0,0.0,KG동부제철,1470130785900.0,100008897,5000,100008897,1424905,1.42,25150,7600,12.02,1223,N/A,N/A,1.40,10488,0.68,10.72,14700,14700,14900,15100,14600,255864,3783,-26656,-1291,27947.0,키움증권,62799,한국증권,25774,신한금융투자,22020,미래에셋대우,20769,KB증권,18508,키움증권,47809,한국증권,35099,미래에셋대우,19887,제이피모간,19819,CS증권,19058,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:13.029158,2021-09-10 00:00:00.000000,001390,1.0,1.0,0.0,KG케미칼,481846836000.0,13866096,5000,13866096,470303,3.39,45700,17750,5.32,6535,N/A,N/A,0.99,35059,1.15,46.05,34750,34750,35200,35250,34450,81537,2842,+9499,+155,-9654.0,키움증권,16081,신한금융투자,11496,한국증권,8500,NH투자증권,7663,삼성,7085,키움증권,20188,NH투자증권,10346,삼성,9761,미래에셋대우,9028,신한금융투자,8730,,,,,,0.0,0.0,0.0,0.0,0.0
2021-09-12 12:40:13.380986,2021-09-10 00:00:00.000000,033180,1.0,1.0,0.0,KH 필룩스,455311779120.0,136730264,500,136730264,12797656,9.36,9125,2748,N/A,-307,N/A,N/A,1.12,2965,N/A,63.89,3330,3330,3260,3385,3260,1041233,3480,+112051,+690,-112741.0,키움증권,203822,한국증권,177807,미래에셋대우,145095,NH투자증권,117766,신한금융투자,102570,미래에셋대우,195210,키움증권,177031,NH투자증권,96804,한국증권,89034,삼성,81066,,,,,,0.0,0.0,0.0,0.0,0.0
