bat_time,info_date,ifrs_date,stock_code,stock_country,ifrs_type,vesting_type,vesting_type_detail,stock_name,stock_revenue,operating_income,net_income,operating_income_ratio,income_ratio,roe,debt_ratio,quick_ratio,reserve_ratio,stock_eps,stock_per,stock_bps,stock_pbr,dividend_per_share,dividend_yield_ratio,dividend_payout_ratio,etc1_string,etc2_string,etc3_string,etc1_int,etc2_int,etc3_int
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2019-12-01 00:00:00.000000,00104K,1,1,1,0.0,CJ4우(전환),337797,15092,3238,4.47,0.96,6.24,176.30,62.15,2527.96,7491,12.90,134491,0.72,1850,2.56,23.26,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,00104K,1,1,1,0.0,CJ4우(전환),319991,13903,2040,4.35,0.64,1.89,159.97,73.36,2567.70,2430,37.91,138484,0.67,2000,2.76,77.52,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,00104K,1,1,1,0.0,CJ4우(전환),343370,20040,7836,5.84,2.28,7.52,,,,10187,10.31,149564,0.70,1996,,,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2020-06-01 00:00:00.000000,00104K,1,2,1,0.0,CJ4우(전환),77940,3588,552,4.60,0.71,4.03,171.37,53.00,2606.13,770,16.77,141320,0.61,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2020-09-01 00:00:00.000000,00104K,1,2,1,0.0,CJ4우(전환),82244,4291,1419,5.22,1.73,4.66,165.81,62.20,2672.74,1773,13.49,142604,0.57,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,00104K,1,2,1,0.0,CJ4우(전환),81407,3382,-3563,4.15,-4.38,1.89,159.97,73.36,2567.70,-4386,37.91,138484,0.67,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2021-03-01 00:00:00.000000,00104K,1,2,1,0.0,CJ4우(전환),80117,4475,1715,5.59,2.14,-0.28,155.93,66.55,2562.27,1464,-248.34,144443,0.65,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,00104K,1,2,1,0.0,CJ4우(전환),83362,5675,2761,6.81,3.31,1.07,147.68,73.15,2614.28,2611,73.15,148115,0.72,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:05.841198,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,00104K,1,2,1,0.0,CJ4우(전환),91591,5467,2366,5.97,2.58,,,,,2594,40.48,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2018-12-01 00:00:00.000000,139130,1,1,1,0.0,DGB금융지주,41575,3334,4036,8.02,9.71,9.25,1183.98,,497.79,2253,3.69,25640,0.32,360,4.33,15.98,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2019-12-01 00:00:00.000000,139130,1,1,1,0.0,DGB금융지주,49550,4057,3428,8.19,6.92,6.88,1238.94,,539.40,1817,3.92,27173,0.26,410,5.76,22.57,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,139130,1,1,1,0.0,DGB금융지주,58760,4900,3768,8.34,6.41,6.93,1277.86,,586.28,1965,3.46,29493,0.23,390,5.74,19.85,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,139130,1,1,1,0.0,DGB금융지주,,6826,5007,,,8.80,,,,2703,3.49,31937,0.30,571,,,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2020-06-01 00:00:00.000000,139130,1,2,1,0.0,DGB금융지주,12169,1330,1088,10.93,8.94,6.20,1279.04,,570.86,573,2.97,28735,0.18,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2020-09-01 00:00:00.000000,139130,1,2,1,0.0,DGB금융지주,11841,1315,1035,11.10,8.74,6.48,1268.88,,587.97,539,2.98,29563,0.19,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,139130,1,2,1,0.0,DGB금융지주,14179,923,668,6.51,4.71,6.93,1277.86,,586.28,331,3.46,29493,0.23,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2021-03-01 00:00:00.000000,139130,1,2,1,0.0,DGB금융지주,13947,1784,1361,12.79,9.76,7.47,1314.42,,598.01,730,3.88,30054,0.28,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,139130,1,2,1,0.0,DGB금융지주,11684,2337,1686,20.00,14.43,8.44,1324.41,,616.60,918,3.69,30950,0.30,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:07.347701,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,139130,1,2,1,0.0,DGB금융지주,,1695,1272,,,,,,,679,13.88,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,37550K,1,1,1,0.0,DL이앤씨우,,1695,1272,,,,,,,679,13.88,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,37550K,1,1,1,0.0,DL이앤씨우,,1695,1272,,,,,,,679,13.88,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,37550K,1,1,1,0.0,DL이앤씨우,,1695,1272,,,,,,,679,13.88,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,37550K,1,1,1,0.0,DL이앤씨우,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,37550K,1,2,1,0.0,DL이앤씨우,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,37550K,1,2,1,0.0,DL이앤씨우,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,37550K,1,2,1,0.0,DL이앤씨우,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-03-01 00:00:00.000000,37550K,1,2,1,0.0,DL이앤씨우,16996,1998,1746,11.75,10.27,,103.55,106.43,3505.31,7689,,174160,0.69,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,37550K,1,2,1,0.0,DL이앤씨우,19223,2290,1157,11.91,6.02,,100.29,110.78,3603.95,4932,,179507,0.79,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.039531,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,37550K,1,2,1,0.0,DL이앤씨우,19426,2103,1428,10.83,7.35,,,,,6275,22.39,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,375500,1,1,1,0.0,DL이앤씨,19426,2103,1428,10.83,7.35,,,,,6275,22.39,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,375500,1,1,1,0.0,DL이앤씨,19426,2103,1428,10.83,7.35,,,,,6275,22.39,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,375500,1,1,1,0.0,DL이앤씨,19426,2103,1428,10.83,7.35,,,,,6275,22.39,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,375500,1,1,1,0.0,DL이앤씨,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,375500,1,2,1,0.0,DL이앤씨,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,375500,1,2,1,0.0,DL이앤씨,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,375500,1,2,1,0.0,DL이앤씨,77978,8797,6157,11.28,7.90,,,,,26203,5.36,188050,0.75,1160,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-03-01 00:00:00.000000,375500,1,2,1,0.0,DL이앤씨,16996,1998,1746,11.75,10.27,,103.55,106.43,3505.31,7689,,174160,0.69,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,375500,1,2,1,0.0,DL이앤씨,19223,2290,1157,11.91,6.02,,100.29,110.78,3603.95,4932,,179507,0.79,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.359821,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,375500,1,2,1,0.0,DL이앤씨,19426,2103,1428,10.83,7.35,,,,,6275,22.39,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2018-12-01 00:00:00.000000,155660,1,1,1,0.0,DSR,2360,99,80,4.20,3.40,5.54,52.59,59.87,1727.00,494,8.07,9127,0.44,50,1.25,10.12,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2019-12-01 00:00:00.000000,155660,1,1,1,0.0,DSR,2363,107,88,4.51,3.72,5.83,54.77,75.34,1820.15,546,8.40,9613,0.48,50,1.09,9.15,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,155660,1,1,1,0.0,DSR,2310,121,90,5.23,3.89,5.67,55.22,75.23,1919.72,558,11.20,10087,0.62,50,0.80,8.96,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,155660,1,1,1,0.0,DSR,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2020-06-01 00:00:00.000000,155660,1,2,1,0.0,DSR,603,38,29,6.29,4.73,6.01,55.93,87.14,1876.73,172,6.53,9925,0.38,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2020-09-01 00:00:00.000000,155660,1,2,1,0.0,DSR,524,24,19,4.67,3.57,5.57,57.50,73.58,1900.64,120,11.16,10055,0.61,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,155660,1,2,1,0.0,DSR,599,27,17,4.48,2.91,5.67,55.22,75.23,1919.72,106,11.20,10087,0.62,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2021-03-01 00:00:00.000000,155660,1,2,1,0.0,DSR,606,42,42,6.86,6.89,6.52,56.47,80.83,1961.45,259,8.66,10371,0.55,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,155660,1,2,1,0.0,DSR,718,37,31,5.19,4.32,6.56,58.61,83.96,1999.35,189,10.72,10609,0.68,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:08.692122,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,155660,1,2,1,0.0,DSR,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,383220,1,1,1,0.0,F&F,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,383220,1,1,1,0.0,F&F,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,383220,1,1,1,0.0,F&F,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,383220,1,1,1,0.0,F&F,13893,3303,2448,23.77,17.62,,,,,48589,15.21,65298,11.32,625,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,383220,1,2,1,0.0,F&F,13893,3303,2448,23.77,17.62,,,,,48589,15.21,65298,11.32,625,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,383220,1,2,1,0.0,F&F,13893,3303,2448,23.77,17.62,,,,,48589,15.21,65298,11.32,625,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,383220,1,2,1,0.0,F&F,13893,3303,2448,23.77,17.62,,,,,48589,15.21,65298,11.32,625,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,383220,1,2,1,0.0,F&F,13893,3303,2448,23.77,17.62,,,,,48589,15.21,65298,11.32,625,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,383220,1,2,1,0.0,F&F,1971,432,318,21.91,16.11,,83.13,106.17,9190.73,6393,,46030,12.17,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:09.344488,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,383220,1,2,1,0.0,F&F,3011,629,463,20.89,15.38,,,,,6174,119.70,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2018-12-01 00:00:00.000000,294870,1,1,1,0.0,HDC현대산업개발,27927,3179,2299,11.38,8.23,,163.69,125.19,739.87,6848,6.53,36740,1.22,438,0.98,9.56,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2019-12-01 00:00:00.000000,294870,1,1,1,0.0,HDC현대산업개발,42165,5515,4137,13.08,9.81,20.30,97.58,157.74,916.87,8239,2.89,44456,0.53,438,1.84,5.31,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,294870,1,1,1,0.0,HDC현대산업개발,36702,5857,2202,15.96,6.00,8.85,122.97,174.05,733.14,3596,7.26,41626,0.63,600,2.30,17.96,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,294870,1,1,1,0.0,HDC현대산업개발,32890,4817,3586,14.65,10.90,12.61,,,,5548,5.13,46357,0.61,600,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2020-06-01 00:00:00.000000,294870,1,2,1,0.0,HDC현대산업개발,9569,1473,1011,15.39,10.57,16.00,112.39,196.63,730.37,1535,2.99,41489,0.51,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2020-09-01 00:00:00.000000,294870,1,2,1,0.0,HDC현대산업개발,8125,1326,-749,16.33,-9.22,9.72,125.08,204.11,707.71,-1136,5.27,40352,0.53,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,294870,1,2,1,0.0,HDC현대산업개발,8942,1685,891,18.84,9.96,8.85,122.97,174.05,733.14,1352,7.26,41626,0.63,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2021-03-01 00:00:00.000000,294870,1,2,1,0.0,HDC현대산업개발,6946,1184,916,17.05,13.18,7.64,126.87,169.37,749.07,1390,9.35,42300,0.69,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,294870,1,2,1,0.0,HDC현대산업개발,8124,1049,788,12.91,9.70,6.59,127.60,169.11,772.89,1196,11.25,43490,0.72,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.123034,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,294870,1,2,1,0.0,HDC현대산업개발,8108,1154,892,14.24,11.00,,,,,1341,21.22,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2018-12-01 00:00:00.000000,175330,1,1,1,0.0,JB금융지주,24489,4168,3210,17.02,13.11,8.69,1252.68,,252.68,1465,3.89,16114,0.35,180,3.16,14.48,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2019-12-01 00:00:00.000000,175330,1,1,1,0.0,JB금융지주,24079,4849,3621,20.14,15.04,10.36,1144.30,,289.38,1736,3.16,17854,0.31,300,5.46,17.05,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,175330,1,1,1,0.0,JB금융지주,24156,4695,3908,19.44,16.18,10.06,1224.83,,310.61,1845,3.06,19328,0.29,374,6.63,20.00,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,175330,1,1,1,0.0,JB금융지주,,6321,4802,,,11.70,,,,2331,3.63,21070,0.40,497,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2020-06-01 00:00:00.000000,175330,1,2,1,0.0,JB금융지주,6019,1313,986,21.82,16.38,9.11,1211.00,,303.14,465,2.86,18533,0.26,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2020-09-01 00:00:00.000000,175330,1,2,1,0.0,JB금융지주,6222,1531,1177,24.61,18.91,9.67,1234.29,,303.79,558,2.57,19070,0.24,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,175330,1,2,1,0.0,JB금융지주,6042,487,730,8.05,12.08,10.06,1224.83,,310.61,332,3.06,19328,0.29,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2021-03-01 00:00:00.000000,175330,1,2,1,0.0,JB금융지주,6090,1778,1382,29.20,22.69,10.91,1219.63,,315.28,672,3.23,19584,0.33,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2021-06-01 00:00:00.000000,175330,1,2,1,0.0,JB금융지주,6190,1938,1511,31.31,24.41,12.03,1208.20,,324.89,741,3.27,20288,0.37,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.506007,2021-09-16 00:00:00.000000,2021-09-01 00:00:00.000000,175330,1,2,1,0.0,JB금융지주,,1731,1272,,,,,,,626,13.49,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.850611,2021-09-16 00:00:00.000000,2018-12-01 00:00:00.000000,234080,1,1,1,0.0,JW생명과학,1552,235,158,15.17,10.19,14.97,83.84,59.15,176.00,999,21.97,6900,3.18,500,2.28,50.04,,,,0.0,0.0,0.0
2021-09-16 19:31:10.850611,2021-09-16 00:00:00.000000,2019-12-01 00:00:00.000000,234080,1,1,1,0.0,JW생명과학,1702,297,219,17.48,12.89,18.92,64.26,65.92,209.74,1385,14.29,7744,2.56,500,2.53,36.09,,,,0.0,0.0,0.0
2021-09-16 19:31:10.850611,2021-09-16 00:00:00.000000,2020-12-01 00:00:00.000000,234080,1,1,1,0.0,JW생명과학,1835,395,169,21.50,9.19,13.25,65.11,57.33,233.60,1065,19.48,8340,2.49,500,2.41,46.94,,,,0.0,0.0,0.0
2021-09-16 19:31:10.850611,2021-09-16 00:00:00.000000,2021-12-01 00:00:00.000000,234080,1,1,1,0.0,JW생명과학,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.850611,2021-09-16 00:00:00.000000,2020-06-01 00:00:00.000000,234080,1,2,1,0.0,JW생명과학,476,103,79,21.67,16.65,20.68,86.92,69.83,227.28,500,12.06,8182,2.33,,,,,,,0.0,0.0,0.0
2021-09-16 19:31:10.850611,2021-09-16 00:00:00.000000,2020-09-01 00:00:00.000000,234080,1,2,1,0.0,JW생명과학,463,95,80,20.52,17.23,21.88,60.35,88.12,247.45,504,10.76,8686,2.19,,,,,,,0.0,0.0,0.0
